,diarynum,entry_id,entry_year,new_entry_type,new_name_type
524,38.0,343333,1943.0,2,Interpersonal
525,38.0,343333,1943.0,2,Interpersonal
526,38.0,343322,1943.0,0,Reading
527,38.0,343281,1942.0,0,Reading
528,38.0,343278,1942.0,0,Reading
529,38.0,343279,1942.0,9,Judgement
530,38.0,343272,1942.0,0,Reading
531,38.0,343265,1942.0,6,Soviet Revolution
532,38.0,343220,1942.0,10,Expression
533,38.0,343220,1942.0,3,Content
534,38.0,343220,1942.0,10,Expression
535,38.0,343220,1942.0,8,Testimony
536,38.0,343220,1942.0,5,Professional Activity
537,38.0,343220,1942.0,3,Content
538,38.0,343210,1942.0,3,Content
539,38.0,343201,1942.0,5,Professional Activity
540,38.0,343195,1942.0,10,Expression
541,38.0,343190,1942.0,1,Form
542,38.0,343191,1942.0,1,Form
543,38.0,343175,1942.0,9,Judgement
544,38.0,343175,1942.0,10,Expression
545,38.0,343179,1942.0,2,Interpersonal
546,38.0,343173,1942.0,5,Professional Activity
547,38.0,343163,1942.0,4,Citations
548,38.0,343161,1942.0,4,Citations
549,38.0,343153,1942.0,5,Professional Activity
550,38.0,343147,1942.0,5,Professional Activity
551,38.0,343147,1942.0,4,Citations
552,38.0,343136,1942.0,1,Form
553,38.0,343134,1942.0,10,Expression
554,38.0,343134,1942.0,2,Interpersonal
555,38.0,343133,1942.0,5,Professional Activity
556,38.0,343132,1942.0,2,Interpersonal
557,38.0,343132,1942.0,10,Expression
558,38.0,343129,1942.0,10,Expression
559,38.0,343127,1942.0,1,Form
560,38.0,343127,1942.0,0,Reading
561,38.0,343127,1942.0,5,Professional Activity
562,38.0,343120,1942.0,8,Testimony
563,38.0,343115,1942.0,3,Content
564,38.0,343115,1942.0,5,Professional Activity
565,38.0,343115,1942.0,3,Content
566,38.0,343115,1942.0,0,Reading
567,38.0,343115,1942.0,0,Reading
568,38.0,343115,1942.0,10,Expression
569,38.0,343115,1942.0,3,Content
570,38.0,343113,1942.0,0,Reading
571,38.0,343113,1942.0,5,Professional Activity
572,38.0,343112,1942.0,1,Form
573,38.0,343109,1942.0,4,Citations
574,38.0,343109,1942.0,7,Recitation
575,38.0,343108,1942.0,3,Content
576,38.0,343108,1942.0,0,Reading
577,38.0,343108,1942.0,3,Content
578,38.0,343108,1942.0,9,Judgement
579,38.0,343106,1942.0,5,Professional Activity
580,38.0,343103,1942.0,0,Reading
581,38.0,343103,1942.0,5,Professional Activity
582,38.0,343103,1942.0,1,Form
583,38.0,343103,1942.0,1,Form
584,38.0,343104,1942.0,3,Content
585,38.0,343104,1942.0,7,Recitation
586,38.0,343104,1942.0,10,Expression
587,38.0,343102,1942.0,3,Content
588,38.0,343083,1942.0,3,Content
589,38.0,343083,1942.0,2,Interpersonal
590,38.0,343077,1942.0,6,Soviet Revolution
591,38.0,343075,1942.0,0,Reading
592,38.0,343063,1942.0,8,Testimony
593,38.0,343062,1942.0,2,Interpersonal
594,38.0,343061,1942.0,1,Form
595,38.0,343055,1942.0,10,Expression
596,38.0,343056,1942.0,5,Professional Activity
597,38.0,343056,1942.0,8,Testimony
598,38.0,343053,1942.0,4,Citations
599,38.0,343033,1941.0,4,Citations
600,38.0,342995,1941.0,3,Content
601,38.0,342995,1941.0,3,Content
602,38.0,342994,1941.0,5,Professional Activity
603,38.0,342994,1941.0,0,Reading
604,38.0,342994,1941.0,3,Content
605,38.0,342993,1941.0,5,Professional Activity
606,38.0,342992,1941.0,1,Form
607,38.0,342991,1941.0,10,Expression
608,38.0,342991,1941.0,1,Form
609,38.0,342991,1941.0,1,Form
610,38.0,342980,1941.0,4,Citations
611,38.0,342964,1941.0,6,Soviet Revolution
612,38.0,342952,1941.0,1,Form
613,38.0,342952,1941.0,4,Citations
614,38.0,342952,1941.0,1,Form
615,38.0,342926,1941.0,5,Professional Activity
616,38.0,342922,1941.0,10,Expression
617,38.0,342922,1941.0,5,Professional Activity
618,38.0,342908,1941.0,1,Form
619,38.0,342898,1941.0,3,Content
620,38.0,342888,1941.0,5,Professional Activity
621,38.0,342881,1941.0,1,Form
622,38.0,342881,1941.0,5,Professional Activity
623,38.0,342881,1941.0,10,Expression
624,38.0,342881,1941.0,1,Form
625,38.0,342872,1941.0,6,Soviet Revolution
626,38.0,342866,1941.0,6,Soviet Revolution
627,41.0,14714,1941.0,7,Recitation
628,43.0,14898,1918.0,10,Expression
629,43.0,14898,1918.0,2,Interpersonal
630,43.0,14910,1918.0,2,Interpersonal
631,43.0,14913,1918.0,9,Judgement
632,43.0,14920,1918.0,3,Content
633,43.0,14931,1918.0,1,Form
634,43.0,15000,1918.0,10,Expression
635,43.0,15061,1918.0,10,Expression
636,43.0,15065,1918.0,3,Content
637,44.0,15137,1941.0,10,Expression
638,44.0,15217,1944.0,1,Form
639,44.0,15258,1945.0,10,Expression
640,44.0,15262,1945.0,10,Expression
641,44.0,15262,1945.0,9,Judgement
642,44.0,15265,1945.0,0,Reading
643,44.0,15283,1945.0,2,Interpersonal
644,44.0,15290,1946.0,8,Testimony
645,44.0,15336,1947.0,10,Expression
646,44.0,15336,1947.0,9,Judgement
647,44.0,15372,1949.0,9,Judgement
648,44.0,15425,1950.0,9,Judgement
649,44.0,15425,1950.0,3,Content
