,diarynum,entry_year,entry_id,0,1,2
4545,559.0,1985.0,186660,-0.18090801,0.1504527,0.043990433
4546,559.0,1986.0,186692,-0.34319562,0.15427229,-0.057767086
4547,559.0,1986.0,186692,-0.1719636,0.14194122,0.0422298
4548,559.0,1986.0,186694,-0.30747065,0.10789751,-0.083837345
4549,559.0,1986.0,186710,-0.59861195,0.56903327,-0.26140812
4550,559.0,1986.0,186726,-0.2538684,0.17084433,0.036705617
4551,559.0,1986.0,186726,-0.21980317,0.13856137,0.05065407
4552,559.0,1987.0,186738,-0.24134825,0.12084499,-0.01914149
4553,559.0,1987.0,186763,-0.6543298,0.60261166,-0.48254597
4554,559.0,1987.0,186765,-0.32084697,0.162941,0.065411806
4555,559.0,1988.0,186790,-0.3129508,0.16321196,-0.124023095
4556,559.0,1988.0,186790,-0.21770164,0.16555037,-0.08172713
4557,559.0,1988.0,186790,-0.21029003,0.139937,-0.06745954
4558,559.0,1988.0,186807,-0.14017522,0.12495922,-0.03372722
4559,559.0,1989.0,186829,-0.4375239,0.12656683,0.10174342
4560,559.0,1994.0,187087,-0.16283411,0.12694576,-0.06498932
4561,559.0,1994.0,187087,-0.4931113,0.46390668,-0.23352194
4562,559.0,1994.0,187092,-0.36804935,0.14649484,0.0539653
4563,559.0,1997.0,187256,-0.2088621,0.19493769,-0.065005854
4564,559.0,2002.0,187485,-0.19788171,0.12970972,0.0015364796
4565,564.0,1968.0,193139,-0.19460472,0.10981162,-0.0029812886
4566,564.0,1968.0,193139,-0.19671899,0.12898709,0.013526227
4567,564.0,1968.0,193139,-0.30493972,0.13526532,0.045243837
4568,564.0,1968.0,193210,-0.20272404,0.15453652,0.010583309
4569,564.0,1968.0,193226,-0.3141749,0.18622258,-0.25331464
4570,564.0,1969.0,193236,-0.30133167,0.13803455,0.010735791
4571,565.0,1993.0,197806,-0.1239432,0.2534605,0.033397462
4572,565.0,1993.0,197818,-0.6335077,0.46013427,-0.51534265
4573,572.0,1980.0,428851,-0.17657204,0.14731683,0.007796449
4574,572.0,1989.0,429283,-0.34854898,0.14037044,0.092185855
4575,572.0,1995.0,429523,-0.24632709,0.16229641,0.102812245
4576,573.0,1973.0,149585,-0.26911682,0.14611933,-0.07678533
4577,573.0,1973.0,149585,-0.22482915,0.098302625,-0.041684393
4578,573.0,1973.0,149567,-0.22471799,0.12869543,0.006197857
4579,573.0,1973.0,149567,-0.36998507,0.14632247,-0.09084152
4580,573.0,1973.0,149567,-0.29036266,0.14867869,-0.042781662
4581,573.0,1973.0,149567,-0.21502274,0.09263377,0.054483846
4582,573.0,1973.0,149536,-0.24187392,0.09279536,0.03284643
4583,573.0,1973.0,149536,-0.21986914,0.09288639,0.01660854
4584,573.0,1973.0,149536,-0.29807192,0.20576355,-0.09075398
4585,573.0,1973.0,149536,-0.41613615,0.13418008,-0.028552864
4586,573.0,1972.0,149453,-0.6196868,0.16751125,-0.025219796
4587,573.0,1972.0,149364,-0.2538171,0.14778557,-0.09822964
4588,573.0,1972.0,149330,-0.19244374,0.12933558,-0.09098985
4589,573.0,1972.0,149275,-0.3779839,0.1794764,-0.28662172
4590,573.0,1972.0,149271,-0.24532346,0.12743962,0.06518297
4591,573.0,1972.0,149271,-0.18376411,0.10127484,-0.004896832
4592,573.0,1971.0,149209,-0.21520978,0.12258068,-0.0023874443
4593,573.0,1971.0,149209,-0.2804527,0.13944933,-0.070146486
4594,573.0,1971.0,149180,-0.30789435,0.12611575,-0.25184783
4595,573.0,1971.0,149180,-0.19518113,0.15543723,0.043395113
4596,573.0,1971.0,149179,-0.51130956,0.07254456,-0.280304
4597,573.0,1971.0,149153,-0.4982055,0.54746157,-0.39606133
4598,573.0,1971.0,149142,-0.44747832,0.110066414,-0.23648095
4599,573.0,1971.0,149125,-0.2085542,0.1260391,0.053702027
4600,573.0,1971.0,149119,-0.27567664,0.1213764,-0.24264291
